node_id,x,y
0.0,-0.15792261966377596,0.5598233182384675
1.0,-0.15082380045933672,0.19104969601516142
2.0,-0.12665721531110843,0.10853305912074164
3.0,-0.09392791043762568,0.21628068085101032
4.0,-0.09544209025744826,-0.016108495054812863
5.0,-0.3682127826242813,0.17790106671847833
6.0,-0.21879271584779628,0.01632636553906911
7.0,0.30831377715461933,0.09191815483066566
8.0,0.24449549052791683,0.09975631233403914
9.0,-0.5877859124036123,0.1926269323686138
10.0,-0.7813290452210344,0.14136909255595617
11.0,-0.12750733209480702,0.3899206383958152
12.0,0.03536789346226855,0.23308884826355858
13.0,0.27981103266958696,0.05756896176416572
14.0,-0.11790533452578038,0.0034292725429679117
15.0,0.22610847211526108,-0.14855160130576897
16.0,-0.11299286503925783,0.3380555240777224
17.0,-0.4530554813064711,0.27064217428912074
18.0,-0.23269290124506556,0.07385078861072242
19.0,-0.04917358165102503,-0.10813908407400963
20.0,-0.05177583319259308,-0.2595336349587891
21.0,0.2238313472825944,-0.10686871374549547
22.0,-0.137649953810872,0.00827281167143344
23.0,-0.16832708365269686,-0.36215906784000856
24.0,0.0839511440774706,0.3184219090161736
25.0,-0.3065405177855562,-0.5588055093185095
26.0,-0.5153647670170688,-0.12880151972773282
27.0,-0.372785549438438,-0.05773699714425533
28.0,0.020703815662573097,0.3203998144425081
29.0,0.06348833671141507,-0.1314979672114833
30.0,-0.06017447345890307,-0.08637983021467459
31.0,-0.6306671321327149,-0.19969032811463505
32.0,-0.6865382196209899,-0.15522966025826723
33.0,-0.744393006414476,-0.091749221406868
34.0,-0.6193116992577888,-0.014324746067351306
35.0,0.10099105980334822,-0.031572464383568664
36.0,-0.016673560615672156,-0.1444875673559879
37.0,0.1641141905669798,-0.4214413914669467
38.0,0.036760654907040446,-0.2546295288449423
39.0,-0.1967574621181412,0.09519601303773376
40.0,0.28490486782985386,0.02362381097076706
41.0,0.28064102245631833,0.15838093516178509
42.0,0.1916422365154713,0.134890271812381
43.0,0.34330966374267,0.3448044898908185
44.0,0.23639554775134808,0.02222908434736102
45.0,0.193656601438167,-0.3523899232566363
46.0,0.3268839380106859,-0.20941233771293358
47.0,-0.11589480429287896,-0.2080746849973207
48.0,-0.22160951043358265,-0.10587275264841055
49.0,-0.4128705853666132,-0.05106278325197967
50.0,0.5272908819205498,-0.09051861887262487
51.0,0.4221736122788442,1.0
52.0,-0.0716161398746755,0.06561903957967397
53.0,0.0170635949864632,0.7526275848230152
54.0,-0.5689381911666596,0.02182637465700345
55.0,-0.12868407035018792,0.7279701356829694
56.0,-0.6957480070871523,0.1073709583670555
57.0,-0.7751642195992874,0.21099492679371307
58.0,-0.4613350573980935,0.6347908690282769
59.0,-0.47444021815725446,0.5305427666721528
60.0,-0.5890073425694893,0.3290771109076382
61.0,0.30000886545468686,0.8087287124887546
62.0,-0.4110565181979751,0.3490857176320535
63.0,0.49763434987642585,0.899783719353335
64.0,0.40620457920514774,0.8457398239620053
65.0,-0.03945450505521937,-0.1439445557635984
66.0,-0.265647010840566,0.7135056613666839
67.0,-0.38199460739064434,0.7034643124377302
68.0,-0.7814205731113423,0.3082375750406619
69.0,-0.7000568984844103,0.34812420598113497
70.0,-0.4439788881760762,0.4194527682064531
71.0,0.2861141290864517,0.8612066681254306
72.0,0.19553718374668996,-0.10996666569555169
73.0,0.36498173696341085,0.9371479208502669
74.0,0.6524091221093176,-0.05363481846816616
75.0,0.48000329372520106,0.9939645863032157
76.0,-0.0877142503025997,-0.07245350103815565
77.0,-0.03648634193076567,-0.011829167586848368
78.0,0.343503078561613,-0.3248154869975954
79.0,0.399425694944327,-0.5705237738587933
80.0,0.3226208608461131,-0.5385504396102332
81.0,0.7006044426467047,0.07736213365048222
82.0,0.7267478347922068,0.0052264215288554865
83.0,0.4154607558751467,0.6519262361398396
84.0,0.46194719252824884,0.09524995314144948
85.0,0.20935621671486554,-0.32230617929408734
86.0,0.2790373902641368,-0.38864247478670605
87.0,0.44406437332220977,0.7837922053342345
88.0,0.47199704087810773,0.9042725088820733
89.0,0.08751878205519756,-0.41180589779976695
90.0,0.26822486756185443,-0.19314487331595198
91.0,-0.00923275767233727,-0.48485792734202715
92.0,0.1324505121722767,-0.3459086077069385
93.0,0.23663030997601514,-0.47472818409679374
94.0,0.15799179134730512,-0.37520141532270396
95.0,0.43883995459727976,-0.6204138966176642
96.0,0.060527708968062414,-0.30235454357418734
97.0,0.11813346974656368,-0.2175286328441116
98.0,0.3753953719126214,-0.59533975486538
99.0,0.6028407248155506,0.10054943743672759
100.0,0.3848875271856335,0.5079023654480047
101.0,0.023901141301567955,-0.13186871275482842
102.0,0.059784660388134486,0.17765161549972094
103.0,-0.24837679377351338,-0.4762638019134858
104.0,0.28781956447160084,-0.32250615948216144
105.0,0.38135618812807176,-0.3645432699367155
106.0,0.11399065410707196,-0.4838906947648793
107.0,0.4068886603812327,-0.31055131355184185
