node_id,x,y
108.0,0.245936362689587,-0.24921331079109607
109.0,-0.2176229239391755,-0.000689772245381085
110.0,-0.3760341122830498,-0.20515030098530546
111.0,-0.2775543875478695,0.39986282722528615
112.0,0.26167664160544846,0.03725332750131969
113.0,0.5846190485252614,-0.06700078706960805
114.0,0.4706411338919029,0.025172564417559846
115.0,0.18070519333617752,-0.04713256710450716
116.0,0.6369640136309289,-0.1747512322134807
117.0,0.18430759122627852,0.1049816804039995
118.0,-0.046068702968189865,-0.21823747364684729
119.0,0.24020381353654208,-0.6425836844938169
120.0,0.1262283880196607,-0.7093989032619913
121.0,-0.3148454515423221,-0.21517074942607065
122.0,0.06348863093042079,-0.8169475496630394
123.0,-0.41271192880934765,-0.22749404240434024
124.0,0.22418837794100513,0.0948640761101593
125.0,0.03145254164198277,0.10478731471851913
126.0,0.06803828329550554,0.09229419634682166
127.0,-0.12554645108842624,0.06802714469979587
128.0,-0.5971338295534937,0.10964675418572155
129.0,-0.6278236456929662,0.123679270373923
130.0,0.1333737600369095,-0.5134156610992604
131.0,-0.007894614924649768,-0.5719067301416069
132.0,0.3423644296443658,-0.040942038593386514
133.0,-0.1107730475778491,-0.5739405047009976
134.0,0.4337282121508118,0.07245263378870222
135.0,-0.16116072086243857,-0.6874015119713347
136.0,0.509873261924414,0.1516678666445335
137.0,0.03039976582569017,0.007372378412676158
138.0,-0.1987925606521655,-0.7733478043909462
139.0,-0.1406594772874546,0.28480100026531363
140.0,-0.19324051147908514,-0.2099162130036259
141.0,0.022335406402936533,-0.9109986667326067
142.0,0.002043771369386687,-0.9942719962797609
143.0,-0.5168835665473894,0.2503731523725517
144.0,0.6156006101246576,-0.31632094850401904
145.0,0.09110098323393129,-0.13972601193471063
146.0,0.22482770433871635,-0.3429005646405199
147.0,0.18185093606667516,-0.3052342955830891
148.0,0.2198193582096115,-0.28245690711927685
149.0,-0.09489804990886379,0.06296840692678395
150.0,0.18045702322100143,0.7871535708764351
151.0,0.19175816948696484,-0.19169886363099417
152.0,0.28497161670657767,-0.1266951633030324
153.0,-0.4892666862976181,0.21989021133562
154.0,-0.41693756140480137,0.2688558207044069
155.0,-0.6026649960482742,-0.13484799940142775
156.0,-0.7168517485156558,0.007147160036170029
157.0,0.22452295124794017,-0.06490111615244924
158.0,0.08024356578841654,-0.18763779478552678
159.0,0.3792442749313877,-0.10707482223187842
160.0,-0.5772964641151082,-0.21089393973521475
161.0,-0.2772969137693133,-0.13052173651265694
162.0,0.2470461585623551,-0.09336315743768345
163.0,-0.07535895786607522,-0.43418433182495225
164.0,-0.3002895356976564,0.20400162954516496
165.0,-0.07691274390035716,-0.22838727812406495
166.0,0.09848985979330913,0.42672398078581025
167.0,-0.3931911748259185,0.29737541997475136
168.0,-0.305279709043633,0.2924985534285256
169.0,0.23365756011954428,0.1339643260952539
